split,id,item_id,dept_id,cat_id,store_id,state_id,date,d,d_num,sales,sell_price,seasonal_naive_28,random_forest_pred,xgboost_pred,lightgbm_pred,lightgbm_tuned_pred
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-13,d_1871,1871,27,1.68,27.0,21.930116071021885,22.345055,20.83921366603425,21.82271830801428
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-14,d_1872,1872,18,1.68,22.0,17.3738876330007,16.824343,17.577441763172153,18.27262321347549
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-15,d_1873,1873,16,1.68,16.0,16.45141879461685,14.6603775,15.64806100841188,16.0560474317718
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-16,d_1874,1874,12,1.68,17.0,16.712580954150873,14.532369,15.468687036488468,16.558960900196055
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-17,d_1875,1875,16,1.68,16.0,18.5249318056338,18.610512,13.73989611523457,17.04284173688712
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-18,d_1876,1876,30,1.68,14.0,16.79261582273144,16.338507,16.823526391596616,18.3248044313523
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-19,d_1877,1877,21,1.68,20.0,21.02890188811145,20.947487,20.860329106210663,21.85846288204376
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-20,d_1878,1878,22,1.68,13.0,19.25433863078999,20.987019,19.6349238895865,21.52140106470604
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-21,d_1879,1879,19,1.68,15.0,17.796427586808676,15.746431,16.342581814858153,16.853013258110757
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-22,d_1880,1880,20,1.68,14.0,16.35694212553239,14.103559,14.66982518673969,15.541085105005449
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-23,d_1881,1881,13,1.68,22.0,15.128977408300036,15.498018,15.925350361910215,16.883999281784273
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-24,d_1882,1882,19,1.68,21.0,15.40745890576834,15.242695,15.888445880042704,17.739098145386475
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-25,d_1883,1883,22,1.68,33.0,19.07000506873612,19.815208,17.65629383518375,19.87217503830156
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-26,d_1884,1884,34,1.68,25.0,21.74087581701101,20.937784,20.988670916559663,22.86590409002159
Validation,FOODS_3_694_TX_2_validation,FOODS_3_694,FOODS_3,FOODS,TX_2,TX,2016-03-27,d_1885,1885,26,1.68,21.0,20.231899003844497,19.583294,19.02991811049088,19.984235522339457
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-02-29,d_1858,1858,13,3.0,9.0,8.71680531572959,8.46402,7.864305811657489,8.299967743454419
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-01,d_1859,1859,9,3.0,12.0,9.207547708653571,8.44529,8.142511773414192,8.461228686865308
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-02,d_1860,1860,5,3.0,10.0,9.329765799082718,8.648415,8.403284133328352,9.141849462927745
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-03,d_1861,1861,6,3.0,10.0,8.210812050658955,8.53088,8.27872420141302,8.818107518344544
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-04,d_1862,1862,11,3.0,13.0,9.906717455913206,9.940576,9.406914081243071,10.220374738267946
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-05,d_1863,1863,9,3.0,8.0,11.790818967750916,11.718997,11.371882887407228,11.459528125582258
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-06,d_1864,1864,18,3.0,19.0,13.083091231965335,13.602571,12.938626321543026,13.054906028499984
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-07,d_1865,1865,10,3.0,9.0,10.002775341490835,10.198845,9.413850896882032,9.223224140723442
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-08,d_1866,1866,12,3.0,15.0,9.657234962242445,10.031452,9.396464372932432,9.74512331013596
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-09,d_1867,1867,11,3.0,20.0,11.241594442408925,10.15022,9.831005638903008,9.41244269210109
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-10,d_1868,1868,12,3.0,10.0,9.342079367956732,9.727553,9.461044298857678,9.000993190831263
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-11,d_1869,1869,14,3.0,2.0,9.165084217030635,9.423077,8.692626954896072,8.633757193767064
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-12,d_1870,1870,19,3.0,6.0,10.237119808405575,11.307628,10.628857808855802,10.78994414611469
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-13,d_1871,1871,11,3.0,9.0,11.653467331279137,12.189693,11.181490074920246,11.440995362032194
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-14,d_1872,1872,12,3.0,7.0,8.942194539274073,9.016759,8.178124029990142,8.746718121003592
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-15,d_1873,1873,15,3.0,10.0,8.317369301276125,8.983163,8.155977719797903,8.564729324034412
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-16,d_1874,1874,8,3.0,7.0,8.112448115681044,7.9706903,7.380648381697541,7.660857152821249
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-17,d_1875,1875,13,3.0,7.0,6.823102826037202,6.8216543,6.080228795608777,6.8286155949410245
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-18,d_1876,1876,10,3.0,22.0,11.263714107397396,9.9765415,9.285167207932345,9.743057486162026
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-19,d_1877,1877,9,3.0,20.0,12.702366690350152,12.823205,12.460620868727563,11.898341990058936
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-20,d_1878,1878,15,3.0,14.0,12.455854864349837,13.211736,13.077269123401267,12.490577962840854
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-21,d_1879,1879,16,3.0,6.0,9.845880088368634,9.2945795,9.08013874639815,8.697041734247607
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-22,d_1880,1880,7,3.0,9.0,9.460329437357148,8.941718,8.382154866213936,8.391126433487388
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-23,d_1881,1881,6,3.0,11.0,9.087089797211188,9.408613,8.950990268543705,8.495135644696024
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-24,d_1882,1882,21,3.0,7.0,9.17927065381008,8.811844,8.186592255767241,8.231598902672783
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-25,d_1883,1883,20,3.0,10.0,9.451930400624676,9.150764,9.510167238880932,9.139049120160802
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-26,d_1884,1884,21,3.0,14.0,11.42406491942294,12.483067,11.80417273160466,12.20493673109176
Validation,FOODS_3_697_CA_1_validation,FOODS_3_697,FOODS_3,FOODS,CA_1,CA,2016-03-27,d_1885,1885,12,3.0,12.0,11.412571746496164,12.1246605,11.28279312530133,10.537654295892148
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-02-29,d_1858,1858,21,1.58,8.0,14.602710162193157,12.544629,12.652331816856067,15.310886606651112
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-01,d_1859,1859,20,1.58,4.0,12.01869414735632,11.955842,11.8498457630146,14.350297343052052
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-02,d_1860,1860,17,1.58,12.0,12.80530567744962,11.8274145,11.918381072424737,14.266205918740628
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-03,d_1861,1861,32,1.58,12.0,11.651751608609434,12.519384,11.15557091040914,12.20161758066501
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-04,d_1862,1862,37,1.58,12.0,11.966127755503642,13.554845,12.082046597404874,13.078215791554696
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-05,d_1863,1863,33,1.58,17.0,17.0983596605302,18.874086,15.804668474633791,16.785889537860783
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-06,d_1864,1864,26,1.58,17.0,17.79359630013173,17.484158,15.477507339867858,16.037292509187537
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-07,d_1865,1865,29,1.58,16.0,12.67494856107179,14.130201,12.79774973356202,13.209613168752766
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-08,d_1866,1866,10,1.58,13.0,12.864181540056972,12.467163,10.95975938726484,11.712769191722714
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-09,d_1867,1867,18,1.58,18.0,13.450167928368357,13.657246,13.07693631952301,12.816200563454922
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-10,d_1868,1868,26,1.58,17.0,13.847910774376595,13.030959,11.94448156563872,13.010718059358714
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-11,d_1869,1869,29,1.58,20.0,14.662411046933698,15.815487,14.870854771121635,14.39293188363511
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-12,d_1870,1870,33,1.58,21.0,16.815413705644975,21.300415,17.526671142598683,18.27153914775611
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-13,d_1871,1871,31,1.58,23.0,19.52298310332633,21.384296,18.67894524466667,18.367168045059685
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-14,d_1872,1872,32,1.58,34.0,16.959708598793867,18.51692,17.551501390274307,18.2863996331462
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-15,d_1873,1873,20,1.58,7.0,14.234895832955388,13.804644,13.885186662249772,14.208531972824174
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-16,d_1874,1874,15,1.58,19.0,16.56529942267679,15.761951,15.797484294251856,16.918056391076764
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-17,d_1875,1875,22,1.58,17.0,17.77621818621471,20.293036,12.242452153446436,14.296862590671386
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-18,d_1876,1876,34,1.58,17.0,16.309912424531454,17.437508,17.29855347554735,19.115986747130293
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-19,d_1877,1877,30,1.58,38.0,22.226558964998063,25.66615,21.4698075118058,24.587652542100702
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-20,d_1878,1878,31,1.58,21.0,21.534461085161364,21.212042,20.470315666261776,23.78344812545592
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-21,d_1879,1879,25,1.58,12.0,15.9927243920752,14.975241,14.932253452682136,16.401547372810732
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-22,d_1880,1880,27,1.58,14.0,15.799431271244533,14.652876,14.009518619006412,15.525220634230903
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-23,d_1881,1881,25,1.58,21.0,18.587046225081032,16.16086,15.398659328711837,16.94350976268451
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-24,d_1882,1882,24,1.58,25.0,18.36661635964678,16.243422,16.0618309398774,18.882283059084862
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-25,d_1883,1883,34,1.58,17.0,16.832445692993495,18.44313,16.785341059079695,19.11151083910085
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-26,d_1884,1884,35,1.58,29.0,22.43173827675056,24.772406,21.747437683610578,24.521352136619267
Validation,FOODS_3_714_TX_2_validation,FOODS_3_714,FOODS_3,FOODS,TX_2,TX,2016-03-27,d_1885,1885,31,1.58,30.0,20.91761215388789,21.854265,19.15666348898803,20.201302135871693
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-02-29,d_1858,1858,25,1.58,13.0,14.974495559586549,13.292876,14.331691176062616,15.08846797078301
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-01,d_1859,1859,25,1.58,15.0,15.12996350279507,15.095378,14.180489947369145,15.08119752712756
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-02,d_1860,1860,22,1.58,17.0,15.868488356817789,15.103381,13.78214265223717,16.107925278199403
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-03,d_1861,1861,30,1.58,15.0,17.329882297459825,15.069157,15.357954847157348,16.09730108100081
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-04,d_1862,1862,18,1.58,13.0,17.075606056835657,16.382269,16.640844437196066,17.532218512410072
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-05,d_1863,1863,27,1.58,15.0,18.59557600824581,19.385525,18.9720440581342,18.87278394819129
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-06,d_1864,1864,26,1.58,22.0,19.936445090530977,19.545073,19.60347074040882,21.370929977122994
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-07,d_1865,1865,24,1.58,12.0,14.70082709812706,14.464493,15.74855266624163,15.491831096666989
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-08,d_1866,1866,19,1.58,17.0,17.186884386212412,14.867544,15.109107585342256,16.526298457192187
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-09,d_1867,1867,19,1.58,20.0,18.266702623956963,16.371367,16.880325544567935,16.98324919103208
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-10,d_1868,1868,25,1.58,34.0,18.652991119191064,17.965466,15.933932316353635,17.686890887267353
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-11,d_1869,1869,30,1.58,28.0,19.29615308797896,21.189402,18.43815145972428,19.83034180602472
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-12,d_1870,1870,38,1.58,8.0,17.46883251162418,16.800657,17.700447739018752,18.25451996895966
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-13,d_1871,1871,25,1.58,36.0,22.00699993881867,22.443922,21.744469386466985,23.51321491241991
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-14,d_1872,1872,29,1.58,13.0,15.96438546362702,15.51011,16.493448944846275,16.868407285160572
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-15,d_1873,1873,21,1.58,27.0,17.740989837254336,18.84492,17.955136229358523,18.92152386769823
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-16,d_1874,1874,29,1.58,16.0,17.0362890984536,15.489836,16.044233736115903,16.98634666814134
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-17,d_1875,1875,20,1.58,25.0,19.294040964558526,21.111961,15.74044973014512,18.482077996111123
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-18,d_1876,1876,31,1.58,29.0,20.193156312775265,21.75881,19.37086061443286,20.60068932905296
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-19,d_1877,1877,16,1.58,14.0,18.02047777896721,19.788391,19.871253336799786,20.763982953757075
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-20,d_1878,1878,30,1.58,2.0,17.467093921697938,18.846195,16.017562017170274,17.991102961713565
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-21,d_1879,1879,18,1.58,23.0,17.165219670807158,16.99093,17.10907624733141,17.9463399944856
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-22,d_1880,1880,16,1.58,16.0,16.16423925961352,15.06694,14.41169633445247,15.517514205819673
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-23,d_1881,1881,20,1.58,26.0,16.25809252403897,16.840488,15.97187874606896,17.00426930641186
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-24,d_1882,1882,12,1.58,31.0,18.25652275670198,21.531744,16.34633280818505,19.52125128422869
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-25,d_1883,1883,42,1.58,11.0,14.895908135889671,16.199001,15.90297888972798,17.291075487660297
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-26,d_1884,1884,29,1.58,11.0,18.22602171793568,18.602043,18.662982219067214,20.44994631724005
Validation,FOODS_3_714_TX_3_validation,FOODS_3_714,FOODS_3,FOODS,TX_3,TX,2016-03-27,d_1885,1885,6,1.58,41.0,22.813437062324923,24.020546,19.63464141480324,21.474967094542084
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-02-29,d_1858,1858,31,0.94,23.0,16.098263659835034,14.693425,16.121065864444567,13.34555134324355
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-01,d_1859,1859,18,0.94,30.0,18.468534823856192,18.888699,15.611016075642777,13.085107069184064
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-02,d_1860,1860,27,0.94,19.0,18.0662644812045,27.114933,19.48189124037546,15.871001393487628
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-03,d_1861,1861,10,0.94,21.0,17.22321767045103,22.448112,19.86243738934627,14.86765043280572
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-04,d_1862,1862,24,0.94,12.0,15.6048841945886,14.804691,13.854379404657276,11.9405359634211
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-05,d_1863,1863,29,0.94,14.0,20.20646938131313,36.04288,22.65736076923282,20.21864705681314
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-06,d_1864,1864,7,0.94,27.0,21.975666074996624,31.437782,30.31392632172389,20.90022262650588
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-07,d_1865,1865,21,0.94,20.0,18.344473097262348,15.00844,15.396999193449942,10.877859473683646
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-08,d_1866,1866,16,0.94,8.0,13.548753285982617,17.3668,13.447305993764378,13.262208421748204
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-09,d_1867,1867,9,0.94,19.0,17.499488741447557,20.218725,14.639364929190966,11.558926210863405
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-10,d_1868,1868,23,0.94,25.0,16.203660929867446,13.57333,12.864232716167228,9.9933656831179
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-11,d_1869,1869,6,0.94,13.0,14.416206822216882,19.038712,14.384781976873173,14.32312293741865
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-12,d_1870,1870,7,0.94,47.0,21.0859375,33.891994,22.98231176973404,21.03099762966033
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-13,d_1871,1871,28,0.94,17.0,19.01201081759503,19.655731,17.328796271102377,14.067310747120658
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-14,d_1872,1872,15,0.94,25.0,19.123548115031983,22.279203,20.614187010624622,16.553664825512843
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-15,d_1873,1873,13,0.94,27.0,21.05843073593074,23.757685,19.669258342354084,16.929280171780253
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-16,d_1874,1874,19,0.94,19.0,20.15245191788529,13.770575,14.62782989289214,11.648519094540385
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-17,d_1875,1875,19,0.94,9.0,15.592538476109942,7.642894,10.978517006435542,9.37981799631642
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-18,d_1876,1876,8,0.94,13.0,15.4953669598355,13.666174,14.74796130193686,11.813850656269258
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-19,d_1877,1877,14,0.94,33.0,21.76246527777777,30.517387,22.37395124708829,21.4010724916814
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-20,d_1878,1878,13,0.94,30.0,19.642543735446647,19.690159,20.72560482580773,16.486539230830108
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-21,d_1879,1879,17,0.94,17.0,17.729523050256155,14.274325,14.627317246973494,11.763974731166352
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-22,d_1880,1880,4,0.94,18.0,15.836661051083317,13.54671,13.137999812857332,9.936250484153389
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-23,d_1881,1881,11,0.94,9.0,14.894339426699332,12.730311,12.543240741878948,10.58182375892
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-24,d_1882,1882,4,0.94,10.0,13.280829152993396,10.680762,11.96294241807114,8.813652614434792
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-25,d_1883,1883,6,0.94,21.0,14.166001720298985,16.117802,14.6498914809181,12.602429523928858
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-26,d_1884,1884,15,0.94,31.0,19.94057565789474,26.225962,20.3381156090298,18.264726692407645
Validation,FOODS_3_808_WI_3_validation,FOODS_3_808,FOODS_3,FOODS,WI_3,WI,2016-03-27,d_1885,1885,41,0.94,33.0,22.80820739171375,23.371021,18.98964876002511,18.48478210371831
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-02-29,d_1858,1858,8,0.48,41.0,13.674911388564334,11.953744,11.33476135854289,10.484472649903852
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-03-01,d_1859,1859,37,0.48,0.0,9.842834088763306,10.648978,10.538606311353552,9.593442005849331
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-03-02,d_1860,1860,18,0.48,6.0,11.484561291203788,11.949854,10.722503366144323,10.526381077326562
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-03-03,d_1861,1861,9,0.48,9.0,12.562417480132204,12.119423,10.655457768880982,12.536627663064236
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-03-04,d_1862,1862,11,0.48,27.0,13.879774980044962,15.933485,12.867830512895331,13.363064468663907
Validation,HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,2016-03-05,d_1863,1863,7,0.48,21.0,13.103594668354386,15.718734,13.843432892650627,12.90326541417646
