id,item_id,store_id,state_id,demand_group,date,d,policy,policy_label,forecast_col,lead_time,coverage_days,safety_multiplier,target_fill_rate,actual_demand,selected_forecast,sell_price,on_hand_inventory,on_order_inventory,inventory_position,reorder_point,target_inventory,order_quantity,order_flag,fulfilled_demand,lost_sales,stockout_flag,holding_cost,ordering_cost,stockout_cost,total_daily_cost,scenario
FOODS_1_006_WI_1_validation,FOODS_1_006,WI_1,WI,fast,2016-04-24,d_1913,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,1.7407407407407407,2.48,16.0,17.0,33.0,21.657777430376576,33.84296261556176,0,0,1.0,0.0,0,0.3968,0.0,0.0,0.3968,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-03-28,d_1886,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.6428571428571429,3.54,14.0,0.0,14.0,8.965518705572102,13.465518705572102,0,0,0.0,0.0,0,0.4956,0.0,0.0,0.4956,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-03-29,d_1887,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.0,3.54,14.0,0.0,14.0,0.0,0.0,0,0,0.0,0.0,0,0.4956,0.0,0.0,0.4956,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-03-30,d_1888,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.0,3.54,13.0,0.0,13.0,0.0,0.0,0,0,1.0,0.0,0,0.4602,0.0,0.0,0.4602,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-03-31,d_1889,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.3333333333333333,3.54,13.0,0.0,13.0,4.845888750875925,7.179222084209259,0,0,0.0,0.0,0,0.4602,0.0,0.0,0.4602,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-01,d_1890,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.25,3.54,13.0,0.0,13.0,3.9259368200081024,5.675936820008102,0,0,0.0,0.0,0,0.4602,0.0,0.0,0.4602,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-02,d_1891,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2,3.54,13.0,0.0,13.0,3.3462170577131367,4.746217057713137,0,0,0.0,0.0,0,0.4602,0.0,0.0,0.4602,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-03,d_1892,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.1666666666666666,3.54,12.0,0.0,12.0,2.943311640518031,4.109978307184697,0,0,1.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-04,d_1893,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2857142857142857,3.54,12.0,0.0,12.0,4.123496901377306,6.123496901377306,0,0,0.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-05,d_1894,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.25,3.54,12.0,0.0,12.0,3.7645260437986696,5.51452604379867,0,0,0.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-06,d_1895,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2222222222222222,3.54,12.0,0.0,12.0,3.4745514536656064,5.030107009221162,0,0,0.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-07,d_1896,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2,3.54,12.0,0.0,12.0,3.234911038893186,4.634911038893186,0,0,0.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-08,d_1897,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.1818181818181818,3.54,12.0,0.0,12.0,3.0331468384610725,4.305874111188345,0,0,0.0,0.0,0,0.4248,0.0,0.0,0.4248,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-09,d_1898,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.1666666666666666,3.54,11.0,0.0,11.0,2.860631183605156,4.027297850271823,0,0,1.0,0.0,0,0.3893999999999999,0.0,0.0,0.3893999999999999,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-10,d_1899,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2307692307692307,3.54,11.0,0.0,11.0,3.5238074528781573,5.139192068262773,0,0,0.0,0.0,0,0.3893999999999999,0.0,0.0,0.3893999999999999,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-11,d_1900,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.2142857142857142,3.54,10.0,0.0,10.0,3.3530944388856154,4.853094438885615,0,0,1.0,0.0,0,0.354,0.0,0.0,0.354,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-12,d_1901,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2666666666666666,3.54,10.0,0.0,10.0,3.858683333097934,5.725349999764601,0,0,0.0,0.0,0,0.354,0.0,0.0,0.354,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-13,d_1902,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.25,3.54,10.0,0.0,10.0,3.696217057713136,5.446217057713136,0,0,0.0,0.0,0,0.354,0.0,0.0,0.354,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-14,d_1903,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2352941176470588,3.54,10.0,0.0,10.0,3.549860373886004,5.196919197415415,0,0,0.0,0.0,0,0.354,0.0,0.0,0.354,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-15,d_1904,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2222222222222222,3.54,10.0,0.0,10.0,3.417255033916677,4.972810589472232,0,0,0.0,0.0,0,0.354,0.0,0.0,0.354,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-16,d_1905,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.2105263157894736,3.54,9.0,0.0,9.0,3.2964834930387106,4.770167703565026,0,0,1.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-17,d_1906,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.25,3.54,9.0,0.0,9.0,3.683370600109732,5.433370600109732,0,0,0.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-18,d_1907,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.238095238095238,3.54,9.0,0.0,9.0,3.565980035262596,5.232646701929262,0,0,0.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-19,d_1908,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2272727272727272,3.54,9.0,0.0,9.0,3.457567073565204,5.048476164474295,0,0,0.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-20,d_1909,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.217391304347826,3.54,9.0,0.0,9.0,3.3571034016527497,4.878842532087532,0,0,0.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-21,d_1910,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2083333333333333,3.54,9.0,0.0,9.0,3.2637129739327926,4.722046307266126,0,0,0.0,0.0,0,0.3186,0.0,0.0,0.3186,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-22,d_1911,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.2,3.54,8.0,0.0,8.0,3.176644973851365,4.576644973851365,0,0,1.0,0.0,0,0.2832,0.0,0.0,0.2832,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-23,d_1912,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2307692307692307,3.54,8.0,0.0,8.0,3.4852494815180552,5.10063409690267,0,0,0.0,0.0,0,0.2832,0.0,0.0,0.2832,base_case
FOODS_1_008_WI_1_validation,FOODS_1_008,WI_1,WI,medium_slow,2016-04-24,d_1913,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.2222222222222222,3.54,8.0,0.0,8.0,3.399267177498941,4.954822733054496,0,0,0.0,0.0,0,0.2832,0.0,0.0,0.2832,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-03-28,d_1886,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.9642857142857144,6.27,19.0,0.0,19.0,11.25739694657507,18.00739694657507,0,0,0.0,0.0,0,1.1913,0.0,0.0,1.1913,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-03-29,d_1887,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.0,6.27,18.0,0.0,18.0,0.0,0.0,0,0,1.0,0.0,0,1.1285999999999998,0.0,0.0,1.1285999999999998,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-03-30,d_1888,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.5,6.27,18.0,0.0,18.0,6.577239361722443,10.077239361722444,0,0,0.0,0.0,0,1.1285999999999998,0.0,0.0,1.1285999999999998,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-03-31,d_1889,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.3333333333333333,6.27,17.0,0.0,17.0,4.845888750875925,7.179222084209259,0,0,1.0,0.0,0,1.0658999999999998,0.0,0.0,1.0658999999999998,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-01,d_1890,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.5,6.27,16.0,0.0,16.0,6.012555417542592,9.512555417542591,0,0,1.0,0.0,0,1.0032,0.0,0.0,1.0032,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-02,d_1891,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.6,6.27,15.0,0.0,15.0,6.583619360048993,10.783619360048991,0,0,1.0,0.0,0,0.9405,0.0,0.0,0.9405,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-03,d_1892,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,0.6666666666666666,6.27,13.0,0.0,13.0,6.913964551010908,11.580631217677574,0,0,2.0,0.0,0,0.8150999999999999,0.0,0.0,0.8150999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-04,d_1893,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.8571428571428571,6.27,13.0,0.0,13.0,9.003078117585028,15.003078117585028,0,0,0.0,0.0,0,0.8150999999999999,0.0,0.0,0.8150999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-05,d_1894,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.75,6.27,13.0,0.0,13.0,8.327239361722443,13.577239361722444,0,0,0.0,0.0,0,0.8150999999999999,0.0,0.0,0.8150999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-06,d_1895,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.6666666666666666,6.27,13.0,0.0,13.0,7.743906028389109,12.410572695055777,0,0,0.0,0.0,0,0.8150999999999999,0.0,0.0,0.8150999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-07,d_1896,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.6,6.27,13.0,0.0,13.0,7.242855719844961,11.44285571984496,0,0,0.0,0.0,0,0.8150999999999999,0.0,0.0,0.8150999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-08,d_1897,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.5454545454545454,6.27,12.0,0.0,12.0,6.81031972411088,10.628501542292698,0,0,1.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-09,d_1898,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.5833333333333334,6.27,12.0,0.0,12.0,6.992812937095426,11.07614627042876,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-10,d_1899,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.5384615384615384,6.27,12.0,0.0,12.0,6.642447812971979,10.411678582202748,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-11,d_1900,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.5,6.27,12.0,0.0,12.0,6.330648512031684,9.830648512031685,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-12,d_1901,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4666666666666667,6.27,12.0,0.0,12.0,6.051606744132162,9.31827341079883,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-13,d_1902,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4375,6.27,12.0,0.0,12.0,5.80049378877845,8.86299378877845,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-14,d_1903,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4117647058823529,6.27,12.0,0.0,12.0,5.573320700195314,8.455673641371785,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-15,d_1904,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.3888888888888889,6.27,12.0,0.0,12.0,5.366790506911407,8.089012729133628,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-16,d_1905,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.3684210526315789,6.27,12.0,0.0,12.0,5.178167961111547,7.757115329532599,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-17,d_1906,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.35,6.27,12.0,0.0,12.0,5.005171920987691,7.455171920987691,0,0,0.0,0.0,0,0.7524,0.0,0.0,0.7524,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-18,d_1907,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,0.3333333333333333,6.27,10.0,0.0,10.0,4.845888750875925,7.179222084209258,0,0,2.0,0.0,0,0.627,0.0,0.0,0.627,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-19,d_1908,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.4090909090909091,6.27,9.0,0.0,9.0,5.762529590499144,8.626165954135509,0,0,1.0,0.0,0,0.5642999999999999,0.0,0.0,0.5642999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-20,d_1909,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4347826086956521,6.27,9.0,0.0,9.0,5.926032617666651,8.969510878536216,0,0,0.0,0.0,0,0.5642999999999999,0.0,0.0,0.5642999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-21,d_1910,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4166666666666667,6.27,9.0,0.0,9.0,5.762193854190575,8.678860520857242,0,0,0.0,0.0,0,0.5642999999999999,0.0,0.0,0.5642999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-22,d_1911,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.4,6.27,9.0,0.0,9.0,5.609122355430303,8.409122355430304,0,0,0.0,0.0,0,0.5642999999999999,0.0,0.0,0.5642999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-23,d_1912,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,0.3846153846153846,6.27,9.0,0.0,9.0,5.465765490566122,8.158073182873814,0,0,0.0,0.0,0,0.5642999999999999,0.0,0.0,0.5642999999999999,base_case
FOODS_1_010_TX_2_validation,FOODS_1_010,TX_2,TX,medium_slow,2016-04-24,d_1913,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,0.3703703703703703,6.27,8.0,0.0,8.0,5.33120214519054,7.923794737783133,0,0,1.0,0.0,0,0.5015999999999999,0.0,0.0,0.5015999999999999,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-03-28,d_1886,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.9285714285714284,2.68,52.0,0.0,52.0,31.669405303225997,52.16940530322599,0,0,1.0,0.0,0,1.3936000000000002,0.0,0.0,1.3936000000000002,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-03-29,d_1887,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,1.0,2.68,52.0,0.0,52.0,7.0,14.0,0,0,0.0,0.0,0,1.3936000000000002,0.0,0.0,1.3936000000000002,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-03-30,d_1888,moving_average_28,Moving Average 28,,7,7,1.0,0.95,3.0,0.5,2.68,49.0,0.0,49.0,6.577239361722443,10.077239361722444,0,0,3.0,0.0,0,1.3132,0.0,0.0,1.3132,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-03-31,d_1889,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,1.3333333333333333,2.68,49.0,0.0,49.0,15.980930123419084,25.314263456752418,0,0,0.0,0.0,0,1.3132,0.0,0.0,1.3132,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-01,d_1890,moving_average_28,Moving Average 28,,7,7,1.0,0.95,6.0,1.0,2.68,43.0,0.0,43.0,13.154478723444884,20.154478723444885,0,0,6.0,0.0,0,1.1524,0.0,0.0,1.1524,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-02,d_1891,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,2.0,2.68,41.0,0.0,41.0,25.095144305566343,39.09514430556634,0,0,2.0,0.0,0,1.0988000000000002,0.0,0.0,1.0988000000000002,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-03,d_1892,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,2.0,2.68,39.0,0.0,39.0,23.92379875496642,37.92379875496642,0,0,2.0,0.0,0,1.0452,0.0,0.0,1.0452,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-04,d_1893,moving_average_28,Moving Average 28,,7,7,1.0,0.95,4.0,2.0,2.68,35.0,0.0,35.0,23.05914739039465,37.05914739039465,0,0,4.0,0.0,0,0.9380000000000002,0.0,0.0,0.9380000000000002,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-05,d_1894,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,2.25,2.68,35.0,0.0,35.0,24.683841944864184,40.43384194486418,0,0,0.0,0.0,0,0.9380000000000002,0.0,0.0,0.9380000000000002,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-06,d_1895,moving_average_28,Moving Average 28,,7,7,1.0,0.95,5.0,2.0,2.68,30.0,0.0,30.0,22.97161734356401,36.971617343564006,0,0,5.0,0.0,0,0.804,0.0,0.0,0.804,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-07,d_1896,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,2.3,2.68,28.0,0.0,28.0,25.51230669520801,41.612306695208005,0,0,2.0,0.0,0,0.7504000000000001,0.0,0.0,0.7504000000000001,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-08,d_1897,moving_average_28,Moving Average 28,,7,7,1.0,0.95,4.0,2.272727272727273,2.68,24.0,0.0,24.0,24.84706156492565,40.75615247401655,17,1,4.0,0.0,0,0.6432000000000001,5.0,0.0,5.6432,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-09,d_1898,moving_average_28,Moving Average 28,,7,7,1.0,0.95,5.0,2.4166666666666665,2.68,19.0,17.0,36.0,25.710610628065737,42.6272772947324,0,0,5.0,0.0,0,0.5092,0.0,0.0,0.5092,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-10,d_1899,moving_average_28,Moving Average 28,,7,7,1.0,0.95,3.0,2.6153846153846154,2.68,16.0,17.0,33.0,27.286073027522995,45.5937653352153,0,0,3.0,0.0,0,0.4288,0.0,0.0,0.4288,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-11,d_1900,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,2.642857142857143,2.68,16.0,17.0,33.0,27.13774066031517,45.63774066031517,0,0,0.0,0.0,0,0.4288,0.0,0.0,0.4288,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-12,d_1901,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.466666666666667,2.68,15.0,17.0,32.0,26.104088295261413,43.37075496192808,0,0,1.0,0.0,0,0.402,0.0,0.0,0.402,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-13,d_1902,moving_average_28,Moving Average 28,,7,7,1.0,0.95,5.0,2.375,2.68,10.0,17.0,27.0,25.31059554540507,41.93559554540507,0,0,5.0,0.0,0,0.268,0.0,0.0,0.268,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-14,d_1903,moving_average_28,Moving Average 28,,7,7,1.0,0.95,3.0,2.5294117647058822,2.68,7.0,17.0,24.0,26.56032073508388,44.26620308802505,21,1,3.0,0.0,0,0.1876,5.0,0.0,5.1876,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-15,d_1904,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.555555555555556,2.68,23.0,21.0,44.0,26.492507560169397,44.38139644905828,0,0,1.0,0.0,0,0.6164000000000001,0.0,0.0,0.6164000000000001,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-16,d_1905,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.473684210526316,2.68,22.0,21.0,43.0,25.82001584940664,43.13580532309085,0,0,1.0,0.0,0,0.5896,0.0,0.0,0.5896,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-17,d_1906,moving_average_28,Moving Average 28,,7,7,1.0,0.95,4.0,2.4,2.68,18.0,21.0,39.0,25.200712174852814,42.00071217485282,0,0,4.0,0.0,0,0.4824,0.0,0.0,0.4824,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-18,d_1907,moving_average_28,Moving Average 28,,7,7,1.0,0.95,3.0,2.4761904761904763,2.68,15.0,21.0,36.0,25.661123989122288,42.99445732245562,0,0,3.0,0.0,0,0.402,0.0,0.0,0.402,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-19,d_1908,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.5,2.68,14.0,21.0,35.0,25.641610075736715,43.14161007573672,0,0,1.0,0.0,0,0.3752,0.0,0.0,0.3752,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-20,d_1909,moving_average_28,Moving Average 28,,7,7,1.0,0.95,12.0,2.4347826086956523,2.68,2.0,21.0,23.0,25.11351742780634,42.15699568867591,20,1,12.0,0.0,0,0.0536,5.0,0.0,5.0536,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-21,d_1910,moving_average_28,Moving Average 28,,7,7,1.0,0.95,3.0,2.833333333333333,2.68,20.0,20.0,40.0,31.430443197900026,51.26377653123336,0,0,3.0,0.0,0,0.536,0.0,0.0,0.536,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-22,d_1911,moving_average_28,Moving Average 28,,7,7,1.0,0.95,4.0,2.84,2.68,16.0,20.0,36.0,31.233859568863185,51.113859568863184,0,0,4.0,0.0,0,0.4288,0.0,0.0,0.4288,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-23,d_1912,moving_average_28,Moving Average 28,,7,7,1.0,0.95,2.0,2.8846153846153846,2.68,14.0,20.0,34.0,31.360739900226942,51.55304759253464,0,0,2.0,0.0,0,0.3752,0.0,0.0,0.3752,base_case
FOODS_1_011_CA_2_validation,FOODS_1_011,CA_2,CA,fast,2016-04-24,d_1913,moving_average_28,Moving Average 28,,7,7,1.0,0.95,1.0,2.851851851851852,2.68,13.0,20.0,33.0,30.939543799856,50.90250676281896,0,0,1.0,0.0,0,0.3484,0.0,0.0,0.3484,base_case
FOODS_1_011_CA_4_validation,FOODS_1_011,CA_4,CA,medium_slow,2016-03-28,d_1886,moving_average_28,Moving Average 28,,7,7,1.0,0.95,0.0,1.0,2.68,20.0,0.0,20.0,12.55546905664235,19.55546905664235,0,0,0.0,0.0,0,0.536,0.0,0.0,0.536,base_case
